Features,Strength
"(7, 8, 15, 16)",120.0056396484375
"(7, 14)",119.95400390625
"(6, 8, 10, 13, 14)",119.87296142578126
"(1, 6, 8, 9, 16)",119.79635009765624
"(2, 6, 8, 9, 12, 15)",119.7734375
"(2, 3, 9, 12, 13, 15)",119.22110595703126
"(2, 4, 6, 7, 9)",119.21363525390625
"(5, 6, 7, 8, 10, 13)",118.6822509765625
"(5, 9, 10, 11, 14, 15, 16)",118.27276611328125
"(8, 11, 13, 15, 16)",118.25169677734375
"(12, 13, 14, 15)",117.92684326171874
"(3, 5, 7, 8, 10)",117.86435546875
"(1, 2, 4, 8, 10, 12, 16)",117.79339599609375
"(5, 6, 7, 9, 10, 11, 13, 15)",117.6322998046875
"(8, 9, 10, 11, 12, 13, 14)",117.54400634765625
"(6, 7, 8, 13, 14)",117.4159912109375
"(5, 11, 12, 13, 16)",117.32496337890625
"(6, 13, 14, 16)",116.91046142578125
"(6, 9, 14, 15)",116.7515869140625
"(4, 6, 8, 10, 15)",116.618359375
"(3, 6, 8, 10, 12, 16)",116.5642578125
"(5, 8, 9, 11, 12, 13, 15)",116.49539794921876
"(2, 3, 8, 9, 12, 15, 16)",116.29935302734376
"(6, 8, 9, 10, 15)",116.1951904296875
"(6, 7, 9, 11, 13, 16)",115.44169311523437
"(2, 5, 6, 8, 9, 12, 15)",115.33719482421876
"(6, 7, 11, 13, 15, 16)",115.29508056640626
"(2, 5, 8, 9, 12, 15)",115.22933349609374
"(9, 10, 11, 12, 15)",115.05606689453126
"(7, 8, 13, 14)",114.92169189453125
"(2, 3, 8)",114.91279296875
"(1, 2, 3, 4, 5, 7, 8, 11, 12, 14, 16)",114.776708984375
"(2, 3, 6, 8, 10, 12, 13)",114.41373291015626
"(7, 12, 13, 14)",114.32559814453126
"(6, 8, 10, 11, 13, 14)",114.244873046875
"(5, 8, 9, 10, 11, 12)",114.1060791015625
"(1, 2, 5, 8, 9, 10, 11, 12, 13, 14)",113.939794921875
"(4, 5, 6, 9, 13, 15)",113.731982421875
"(2, 3, 4, 6, 8, 10, 12, 13)",113.6930419921875
"(1, 2, 3, 4, 5, 6, 10, 15, 16)",113.28040771484375
"(8, 10, 14, 16)",113.27205810546874
"(2, 5, 12, 16)",113.1045654296875
"(3, 6, 8, 9, 10, 15)",112.9696533203125
"(1, 7, 11)",112.9259033203125
"(1, 8, 12, 15, 16)",112.776611328125
"(1, 2, 4, 5, 8, 9, 10, 11, 12, 13, 14)",112.5148193359375
"(1, 10, 13, 15)",112.492822265625
"(1, 2, 5, 8, 10)",112.410107421875
"(5, 8, 13, 15)",112.16929931640625
